0,0.01
0.00188496,0.01
0.0037699,0.00999492
0.00565483,0.00998477
0.00753973,0.00996955
0.00942457,0.00994924
0.0113094,0.00992386
0.0131941,0.00989341
0.0150787,0.00985788
0.0169632,0.00981728
0.0188476,0.0097716
0.0207319,0.00972085
0.022616,0.00966503
0.0245,0.00960413
0.0263838,0.00953815
0.0282674,0.00946711
0.0301508,0.00939099
0.032034,0.00930981
0.033917,0.00922355
0.0357997,0.00913222
0.0376822,0.00903582
0.0395645,0.00893435
0.0414464,0.00882782
0.043328,0.00871622
0.0452094,0.00859955
0.0470904,0.00847781
0.0489711,0.00835102
0.0508514,0.00821915
0.0527314,0.00808223
0.054611,0.00794024
0.0564902,0.00779319
0.058369,0.00764108
0.0602474,0.00748392
0.0621254,0.00732169
0.0640029,0.00715441
0.06588,0.00698207
0.0677566,0.00680468
0.0696327,0.00662224
0.0715083,0.00643475
0.0733834,0.0062422
0.0752579,0.00604461
0.077132,0.00584197
0.0790055,0.00563429
0.0808784,0.00542156
0.0827507,0.00520378
0.0846224,0.00498097
0.0864936,0.00475312
0.0883641,0.00452023
0.090234,0.0042823
0.0921038,0.00404438
0.0939737,0.00380645
0.0958436,0.00356852
0.0977135,0.0033306
0.0995834,0.00309267
0.101453,0.00285475
0.103323,0.00261682
0.105193,0.00237889
0.107063,0.00214097
0.108933,0.00190304
0.110803,0.00166511
0.112673,0.00142719
0.114542,0.00118926
0.116412,0.000951336
0.118282,0.00071341
0.120152,0.000475484
0.122022,0.000237557
0.123892,-3.68759e-07
0.125762,-0.000233259
0.127633,-0.000461111
0.129505,-0.000683924
0.131378,-0.000901696
0.13325,-0.00111443
0.135124,-0.00132211
0.136998,-0.00152475
0.138873,-0.00172234
0.140748,-0.00191489
0.142623,-0.00210238
0.144499,-0.00228482
0.146376,-0.00246221
0.148253,-0.00263455
0.15013,-0.00280183
0.152008,-0.00296405
0.153887,-0.00312122
0.155766,-0.00327333
0.157645,-0.00342038
0.159524,-0.00356237
0.161404,-0.00369929
0.163285,-0.00383115
0.165165,-0.00395795
0.167046,-0.00407969
0.168928,-0.00419636
0.170809,-0.00430796
0.172691,-0.00441449
0.174574,-0.00451596
0.176456,-0.00461236
0.178339,-0.00470369
0.180222,-0.00478995
0.182105,-0.00487113
0.183988,-0.00494725
0.185872,-0.00501829
0.187756,-0.00508427
0.18964,-0.00514516
0.191524,-0.00520099
0.193408,-0.00525174
0.195293,-0.00529742
0.197177,-0.00533802
0.199062,-0.00537355
0.200947,-0.00540401
0.202831,-0.00542938
0.204716,-0.00544969
0.206601,-0.00546491
0.208486,-0.00547506
0.210371,-0.00548014
0.212256,-0.00548014
0.214141,-0.00547506
0.216026,-0.00546491
0.217911,-0.00544969
0.219796,-0.00542938
0.22168,-0.00540401
0.223565,-0.00537355
0.22545,-0.00533802
0.227334,-0.00529742
0.229219,-0.00525174
0.231103,-0.00520099
0.232987,-0.00514516
0.234871,-0.00508427
0.236755,-0.00501829
0.238638,-0.00494725
0.240522,-0.00487113
0.242405,-0.00478995
0.244288,-0.00470369
0.246171,-0.00461236
0.248053,-0.00451596
0.249935,-0.00441449
0.251817,-0.00430796
0.253699,-0.00419636
0.25558,-0.00407969
0.257461,-0.00395795
0.259342,-0.00383115
0.261222,-0.00369929
0.263102,-0.00356237
0.264982,-0.00342038
0.266861,-0.00327333
0.26874,-0.00312628
0.27062,-0.00297923
0.272499,-0.00283218
0.274378,-0.00268514
0.276257,-0.00253809
0.278137,-0.00239104
0.280016,-0.00224399
0.281895,-0.00209694
0.283774,-0.00194989
0.285653,-0.00180284
0.287533,-0.0016558
0.289412,-0.00150875
0.291291,-0.0013617
0.29317,-0.00121465
0.295049,-0.0010676
0.296929,-0.000920553
0.298808,-0.000773504
0.300687,-0.000626456
0.302566,-0.000479407
0.304446,-0.000332358
0.306325,-0.00018531
0.308204,-3.82614e-05
0.310083,0.000108787
0.311962,0.000255836
0.313842,0.000402884
0.315721,0.000549933
0.3176,0.000696981
0.31948,0.000838969
0.32136,0.000975895
0.32324,0.00110776
0.325121,0.00123456
0.327002,0.00135629
0.328883,0.00147296
0.330765,0.00158456
0.332647,0.0016911
0.334529,0.00179256
0.336411,0.00188896
0.338294,0.00198029
0.340177,0.00206655
0.34206,0.00214774
0.343944,0.00222385
0.345827,0.0022949
0.347711,0.00236087
0.349595,0.00242177
0.351479,0.00247759
0.353364,0.00252835
0.355248,0.00257402
0.357132,0.00261463
0.359017,0.00265015
0.360902,0.00268061
0.362787,0.00270599
0.364671,0.00272629
0.366556,0.00274152
0.368441,0.00275167
0.370326,0.00275674
0.372211,0.00275674
0.374096,0.00275167
0.375981,0.00274152
0.377866,0.00272629
0.379751,0.00270599
0.381636,0.00268061
0.38352,0.00265015
0.385405,0.00261463
0.387289,0.00257402
0.389174,0.00252835
0.391058,0.00247759
0.392942,0.00242684
0.394827,0.00237609
0.396711,0.00232534
0.398595,0.00227459
0.400479,0.00222383
0.402364,0.00217308
0.404248,0.00212233
0.406132,0.00207158
0.408017,0.00202083
0.409901,0.00197008
0.411785,0.00191932
0.413669,0.00186857
0.415554,0.00181782
0.417438,0.00176707
0.419322,0.00171632
0.421207,0.00166557
0.423091,0.00161481
0.424975,0.00156406
0.426859,0.00151331
0.428744,0.00146256
0.430628,0.00141181
0.432512,0.00136105
0.434397,0.0013103
0.436281,0.00125955
0.438165,0.0012088
0.440049,0.00115805
0.441934,0.00110729
0.443818,0.00105654
0.445702,0.00100579
0.447587,0.000955039
0.449471,0.000904288
0.451355,0.000853536
0.453239,0.000802784
0.455124,0.000752032
0.457008,0.00070128
0.458892,0.000650528
0.460776,0.000599777
0.462661,0.000549025
0.464545,0.000498273
0.466429,0.000447521
0.468314,0.000396769
0.470198,0.000346017
0.472082,0.000295265
0.473966,0.000244514
0.475851,0.000193762
0.477735,0.00014301
0.479619,9.22581e-05
0.481504,4.15063e-05
0.483388,-9.24559e-06
0.485272,-5.99974e-05
0.487156,-0.000110749
0.489041,-0.000161501
0.490925,-0.000212253
0.492809,-0.000263005
0.494694,-0.000313757
0.496578,-0.000364508
0.498462,-0.00041526
0.500346,-0.000466012
0.502231,-0.000516764
0.504115,-0.000567516
0.505999,-0.000618268
0.507883,-0.00066902
0.509768,-0.000719771
0.511652,-0.000770523
0.513536,-0.000821275
0.515421,-0.000872027
0.517305,-0.000922779
0.519189,-0.000973531
0.521073,-0.00102428
0.522958,-0.00107503
0.524842,-0.00112579
0.526726,-0.00117654
0.528611,-0.00122729
0.530495,-0.00127804
0.532379,-0.00132879
0.534263,-0.00137955
0.536148,-0.0014303
0.538032,-0.00148105
0.539916,-0.0015318
0.541801,-0.00157748
0.543685,-0.00161808
0.54557,-0.00165361
0.547454,-0.00168914
0.549339,-0.00171959
0.551224,-0.00174497
0.553109,-0.00177035
0.554994,-0.00179065
0.556878,-0.00181095
0.558763,-0.00182618
0.560648,-0.00184141
0.562533,-0.00185664
0.564418,-0.00186679
0.566303,-0.00187694
0.568188,-0.00188709
0.570073,-0.00189724
0.571958,-0.00190739
0.573843,-0.00191247
0.575728,-0.00191755
0.577612,-0.00192262
0.579497,-0.0019277
0.581382,-0.00193277
0.583267,-0.00193785
0.585152,-0.00194292
0.587037,-0.001948
0.588922,-0.00195308
0.590807,-0.00195308
0.592692,-0.00195308
0.594577,-0.00195308
0.596462,-0.00195308
0.598347,-0.00195308
0.600232,-0.00195308
0.602117,-0.00195308
0.604002,-0.00195308
0.605887,-0.00195308
0.607771,-0.00195308
0.609656,-0.00195308
0.611541,-0.00195308
0.613426,-0.00195308
0.615311,-0.00195308
0.617196,-0.00195308
0.619081,-0.00195308
0.620966,-0.00195308
0.622851,-0.00195308
0.624736,-0.00195308
0.626621,-0.00195308
0.628506,-0.00195308
0.630391,-0.00195308
0.632276,-0.00195308
0.634161,-0.00195308
0.636046,-0.00195308
0.63793,-0.00195308
0.639815,-0.00195308
0.6417,-0.00195308
0.643585,-0.00195308
0.64547,-0.00195308
0.647355,-0.00195308
0.64924,-0.00195308
0.651125,-0.00195308
0.65301,-0.00195308
0.654895,-0.00195308
0.65678,-0.00195308
0.658665,-0.00195308
0.66055,-0.00195308
0.662435,-0.00195308
0.66432,-0.00195308
0.666205,-0.00195308
